# Timestamp,Timestamp,LoopDeltaMs,CommandedPower,BatteryV,HeadingRad,PinpointX,PinpointY,RSSI,LinkSpeed
# 23.532 START: ResearchLogger test started
# 23.532   CommandedPower=0.8
# 23.532   CommandedPowerR=-1.0
# 23.532   TestDurationSec=30.0
# 23.532   MotorNames=BR
# 23.533   ExperimentLabel=B_2_Motor_BR_Power0p8
23.550876158,0.001244542,1.244542,0.8,12.249,-1.5854835510253906E-5,-0.04919135570526123,-0.0014837804483249784,-127.0,-1.0
23.565788785,0.021523252,20.27871,0.8,11.488,5.773305892944336E-4,0.48279356956481934,-0.1977793276309967,-127.0,-1.0
23.580814286,0.036230545,14.707293,0.8,11.497,0.004864096641540527,2.4685070514678955,-0.293088436126709,-127.0,-1.0
23.593509663,0.051124505,14.89396,0.8,11.484,0.010864078998565674,5.104217529296875,-0.4641880989074707,-127.0,-1.0
23.607797831,0.063785465,12.66096,0.8,11.462,0.01653727889060974,7.545768737792969,-0.7039539813995361,-127.0,-1.0
23.619761999,0.078113591,14.328126,0.8,11.536,0.02240900695323944,10.430472373962402,-1.2536574602127075,-127.0,-1.0
23.634424959,0.090223592,12.110001,0.8,11.567,0.027638927102088928,13.216753005981445,-1.7997485399246216,-127.0,-1.0
23.648557668,0.104717969,14.494377,0.8,11.632,0.03562028706073761,17.3780460357666,-2.5802407264709473,-127.0,-1.0
23.660838003,0.119011387,14.293418,0.8,11.619,0.04535864293575287,22.20760154724121,-3.4844512939453125,-127.0,-1.0
23.675173129,0.131145305,12.133918,0.8,11.611,0.053891390562057495,26.407724380493164,-4.186826705932617,-127.0,-1.0
23.687157422,0.145538473,14.393168,0.8,11.65,0.0646137148141861,31.597455978393555,-4.936710834503174,-127.0,-1.0
23.701711882,0.157501182,11.962709,0.8,11.632,0.07492770254611969,36.633174896240234,-5.632265567779541,-127.0,-1.0
23.715917508,0.172004017,14.502835,0.8,11.663,0.08746682107448578,42.55701446533203,-6.341645240783691,-127.0,-1.0
23.727769968,0.18621781,14.213793,0.8,11.702,0.10055892169475555,48.978973388671875,-6.977849006652832,-127.0,-1.0
23.740276344,0.198123937,11.906127,0.8,11.702,0.11170363426208496,54.478614807128906,-7.616568088531494,-127.0,-1.0
23.755972679,0.210640521,12.516584,0.8,11.711,0.1251862645149231,61.14339828491211,-8.285968780517578,-127.0,-1.0
23.771840222,0.227129606,16.489085,0.8,11.737,0.14180660247802734,69.345947265625,-8.809207916259766,-127.0,-1.0
23.786601182,0.242106108,14.976502,0.8,11.711,0.1592823565006256,77.70587158203125,-9.342686653137207,-127.0,-1.0
23.8013006,0.256864151,14.758043,0.8,11.75,0.17495492100715637,85.43688201904297,-9.710419654846191,-127.0,-1.0
23.817377852,0.271853486,14.989335,0.8,11.755,0.19399817287921906,94.66375732421875,-10.00936508178711,-127.0,-1.0
23.833035687,0.287756904,15.903418,0.8,11.759,0.21207188069820404,103.38947296142578,-10.128756523132324,-127.0,-1.0
23.847232271,0.303393156,15.636252,0.8,11.790000000000001,0.23158487677574158,113.05558013916016,-9.887805938720703,-127.0,-1.0
23.861931398,0.31772799,14.334834,0.8,11.790000000000001,0.2517642080783844,123.1303482055664,-9.6510591506958,-127.0,-1.0
23.875275733,0.332668617,14.940627,0.8,11.772,0.268665611743927,131.58676147460938,-9.350507736206055,-127.0,-1.0
23.887700151,0.345669951,13.001334,0.8,11.790000000000001,0.2856069505214691,139.66493225097656,-9.062538146972656,-127.0,-1.0
23.900472527,0.358222411,12.55246,0.8,11.790000000000001,0.3025519549846649,147.5663299560547,-8.582734107971191,-127.0,-1.0
23.914893403,0.370783621,12.56121,0.8,11.794,0.3190874457359314,155.2762908935547,-7.752140045166016,-127.0,-1.0
